,locator_domain,page_url,location_name,street_address,city,state,zip,store_number,phone,latitude,longitude,hours_of_operation,country_code,location_type
10,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=2,THE PLAZA AT DELRAY,1678 S FEDERAL HWY,DELRAY BEACH,FL,33483,130,5612788810,26.441036,-80.0725462,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:30 PM, Tue 10:00 AM - 9:30 PM, Wed 10:00 AM - 9:30 PM, Thu 10:00 AM - 9:30 PM, Fri 10:00 AM - 9:30 PM, Sat 10:00 AM - 9:30 PM",US,<MISSING>
11,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=2,BOYNTON BEACH MALL,801 N. CONGRESS AVE. ROOM141,BOYNTON BEACH,FL,33426,303,5617389986,26.5338046,-80.0959833,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
12,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=2,SHOPPES @ ISLA VERDE,980 S STATE ROAD 7,WELLINGTON,FL,33414,3072,5614222133,26.6671874,-80.2027159,"Sun 11:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
13,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=2,PALM BEACH FASHION OUTLETS,1721 PALM BEACH LAKES BLVD STE E405,WEST PALM BEACH,FL,33401,641,5616879371,26.7254283,-80.0855309,"Sun 12:00 PM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
14,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=2,STUART CENTRE,2399 SE FEDERAL HWY,STUART,FL,34994,148,7722881778,27.1759752,-80.2339826,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
15,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=3,COASTLAND CENTER MALL,1886 TAMIAMI TRL N,NAPLES,FL,34102,249,2394030441,26.1699803,-81.7937814,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
16,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=3,TREASURE COAST SQUARE,3336 NW FEDERAL HWY.,JENSEN BEACH,FL,34957,259,7726920227,27.2421615,-80.2743317,"Sun 12:00 PM - 6:00 PM, Mon 11:00 AM - 7:00 PM, Tue 11:00 AM - 7:00 PM, Wed 11:00 AM - 7:00 PM, Thu 11:00 AM - 7:00 PM, Fri 10:00 AM - 8:00 PM, Sat 10:00 AM - 8:00 PM",US,<MISSING>
17,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=3,MIROMAR OUTLETS,10801 CORKSCREW ROAD UNIT 364,ESTERO,FL,33928,377,2394984566,26.4352948,-81.774857,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
18,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=3,GULF COAST TOWN CENTER,9918 GULF COAST MAIN ST SPC B-110,FORT MYERS,FL,33913,427,2392675819,26.486929,-81.787419,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
19,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=3,THE FORUM AT FT. MYERS,3242 FORUM BLVD. SUITE 405,FORT MYERS,FL,33905,549,2392756493,26.6171195,-81.7986243,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
20,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=4,EDISON MALL,4125 CLEVELAND AVE UNIT #1603,FORT MYERS,FL,33901,328,2399391377,26.60092005,-81.86862042,"Sun 11:30 AM - 5:30 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
21,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=4,SANIBEL FACTORY STORES,20350 SUMMERLIN RD STE 5125,FORT MYERS,FL,33908,142,2394665444,26.4949137,-81.9721039,"Sun 10:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
22,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=4,VERO BEACH OUTLETS,1697 94TH DR SP F120,VERO BEACH,FL,32966,737,7725626698,27.6392589,-80.5229452,"Sun 11:00 AM - 6:00 PM, Mon 11:00 AM - 7:00 PM, Tue 11:00 AM - 7:00 PM, Wed 11:00 AM - 7:00 PM, Thu 11:00 AM - 7:00 PM, Fri 11:00 AM - 7:00 PM, Sat 11:00 AM - 7:00 PM",US,<MISSING>
23,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=4,LAKESHORE MALL,901 US HIGHWAY 27 N STE 32,SEBRING,FL,33870,146,8633822731,27.4904285,-81.4874206,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
24,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=4,PORT CHARLOTTE TOWN CENTER,1441 TAMIAMI TRAIL SUITE 555,PORT CHARLOTTE,FL,33948,248,9412551113,27.009081,-82.1470547,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
25,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=5,MELBOURNE SQUARE SHOPPING CTR,1700 W NEW HAVEN AVE STE 729,MELBOURNE,FL,32904,233,3217268773,28.081342,-80.6498598,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
26,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=5,WESTFIELD SARASOTA SQUARE,8201 S TAMIAMI TRL UNIT 38,SARASOTA,FL,34238,211,9419257746,27.234462,-82.4949876,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
27,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=5,EAGLE  RIDGE MALL,739 EAGLE RIDGE DR STE 314,LAKE WALES,FL,33859,255,8636760766,27.955028,-81.614731,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
28,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=5,SHOPPES AT UNIVERSITY CENTER,8473 COOPER CREEK RD,UNIVERSITY PARK,FL,34201,68,9413592847,27.3914243,-82.4535269,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
29,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=5,MERRITT SQUARE,777 E MERRITT IS. CAUSEWAY SP H3,MERRITT ISLAND,FL,32952,313,3214565905,28.3544444,-80.6866667,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
30,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=6,ELLENTON PREMIUM OUTLETS,5443 FACTORY SHOPS BLVD STE 220,ELLENTON,FL,34222,138,9417232225,27.5344191,-82.5078861,"Sun 10:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
31,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=6,MERCHANTS WALK,3615 S FLORIDA AVE STE 840,LAKELAND,FL,33803,59,8636473892,27.9996281,-81.9597463,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
32,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=6,POSNER VILLAGE,1231 POSNER BLVD,DAVENPORT,FL,33837,777,8636047442,28.2253272,-81.6446968,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
33,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=6,BETWEEN MARKERS 13 AND 14,4677 W IRLO BRONSON MEMORIAL HWY,KISSIMMEE,FL,34746,189,4073977682,28.3190992,-81.4695221,"Sun 10:00 AM - 8:00 PM, Mon 9:00 AM - 9:00 PM, Tue 9:00 AM - 9:00 PM, Wed 9:00 AM - 9:00 PM, Thu 9:00 AM - 9:00 PM, Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 9:00 PM",US,<MISSING>
34,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=6,LAKELAND SQUARE MALL,3800 US HWY 98 NORTH STE 541,LAKELAND,FL,33809,72,8638597088,28.0924418,-81.977728,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
35,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=7,LAKE BUENA VISTA,15649 STATE ROAD 535,ORLANDO,FL,32821,420,4072381214,28.3496861,-81.4857952,"Sun 10:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
36,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=7,WESTFIELD BRANDON,314 BRANDON TOWN CENTER MALL,BRANDON,FL,33511,187,8136532260,27.9352265,-82.3280939,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
37,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=7,ORLANDO VINELAND PREMIUM OUTLETS,8158 VINELAND AVE SUITE 1699B,ORLANDO,FL,32821,558,4072390044,28.3878931,-81.4902659,"Sun 10:00 AM - 11:00 PM, Mon 10:00 AM - 11:00 PM, Tue 10:00 AM - 11:00 PM, Wed 10:00 AM - 11:00 PM, Thu 10:00 AM - 11:00 PM, Fri 10:00 AM - 11:00 PM, Sat 10:00 AM - 11:00 PM",US,<MISSING>
38,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=7,TITUS LANDING,2530 S WASHINGTON AVE STE 102,TITUSVILLE,FL,32780,758,3212691733,28.5859793,-80.8030489,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
39,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=7,ORLANDO PREMIUM OUTLETS - INTL,4967 INTERNATIONAL DR STE 3A-13,ORLANDO,FL,32819,580,4072642852,28.4749571,-81.4525965,"Sun 10:00 AM - 11:00 PM, Mon 10:00 AM - 11:00 PM, Tue 10:00 AM - 11:00 PM, Wed 10:00 AM - 11:00 PM, Thu 10:00 AM - 11:00 PM, Fri 10:00 AM - 11:00 PM, Sat 10:00 AM - 11:00 PM",US,<MISSING>
40,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=8,WATERFORD LAKES TOWN CENTER,671 ALAFAYA TRAIL,ORLANDO,FL,32828,388,4072819324,28.554778,-81.2033683,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:30 PM, Tue 10:00 AM - 9:30 PM, Wed 10:00 AM - 9:30 PM, Thu 10:00 AM - 9:30 PM, Fri 10:00 AM - 9:30 PM, Sat 10:00 AM - 9:30 PM",US,<MISSING>
41,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=8,WESTSHORE PLAZA,129 WESTSHORE PLAZA,TAMPA,FL,33609,747,8132829089,27.9469308,-82.5275193,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
42,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=8,TYRONE SQUARE SHOPPING CENTER,6714 TYRONE SQUARE  SUITE 288,SAINT PETERSBURG,FL,33710,236,7273448550,27.7927898,-82.7316492,"Sun 11:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
43,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=8,UNIVERSITY MALL,12257 UNIVERSITY MALL CT,TAMPA,FL,33612,215,8139721110,28.0584409,-82.4343143,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 8:30 PM, Tue 10:00 AM - 8:30 PM, Wed 10:00 AM - 8:30 PM, Thu 10:00 AM - 8:30 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
44,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=8,THE SHOPS AT WIREGRASS,28347 PASEO DR #120,WESLEY CHAPEL,FL,33543,562,8139944386,28.18903133,-82.34900596,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
45,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=9,SEMINOLE CITY CENTER,7943 113TH ST N,SEMINOLE,FL,33772,749,7273190018,27.8448454,-82.7927664,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
46,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=9,TAMPA PREMIUM OUTLETS,2224 GRAND CYPRESS DR STE 715,LUTZ,FL,33559,665,8137780374,28.1903508,-82.3910856,"Sun 10:00 AM - 7:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
47,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=9,WESTFIELD CITRUS PARK,7803 CITRUS PARK TWN CTR MALL SP650,TAMPA,FL,33625,324,8139201591,28.0687278,-82.5741425,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
48,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=9,LARGO MALL,10500 ULMERTON RD STE 626,LARGO,FL,33771,84,7275856603,27.8916219,-82.7830594,"Sun 11:00 AM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
49,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=9,WESTFIELD  COUNTRYSIDE MALL,27001 US HWY 19 N STE 2001,CLEARWATER,FL,33761,230,7277249780,28.0173569,-82.7350092,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
50,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=10,SEMINOLE TOWNE CENTER,104 TOWNE CENTER CIRCLE,SANFORD,FL,32771,254,4073237411,28.8036122,-81.3387911,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
51,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=10,PAVILION AT PORT ORANGE,5517 S WILLIAMSON BLVD STE 300,PORT ORANGE,FL,32128,565,3867606440,29.1118687,-81.0337581,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
52,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=10,VOLUSIA MALL,1700 W INTERNATIONAL SPEEDWAY BLVD,DAYTONA BEACH,FL,32114,279,3862523338,29.196993,-81.0628091,"Sun 12:00 PM - 6:00 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
53,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=10,TANGER OUTLET CENTER - DAYTONA,1100 CORNERSTONE BLVD. SUITE 220,DAYTONA BEACH,FL,32117,705,3862741468,29.2125871,-81.0991539,"Sun 11:00 AM - 8:00 PM, Mon 11:00 AM - 8:00 PM, Tue 11:00 AM - 8:00 PM, Wed 11:00 AM - 8:00 PM, Thu 11:00 AM - 8:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
54,rackroomshoes.com,https://www.rackroomshoes.com/store-finder?q=33122&page=10,PADDOCK MALL,3100 COLLEGE ROAD ROOM 112,OCALA,FL,34474,268,3528610380,29.1590819,-82.1730628,"Sun 12:00 PM - 5:30 PM, Mon 10:00 AM - 9:00 PM, Tue 10:00 AM - 9:00 PM, Wed 10:00 AM - 9:00 PM, Thu 10:00 AM - 9:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM",US,<MISSING>
